Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
12/4/2015,Wikimedia Donation,CHECKCARD 1203 WIKIMEDIA 8776009454 877-6009454 CA 24412895337700409471236,5,debit,Charity,BofA Core Checking,,
12/4/2015,Venmo from Jeffrey to Ryan Saathoff,Venmo from Jeffrey to Ryan Saathoff,7.00,debit,Alcohol & Bars,Venmo,,
12/1/2015,,CHECKCARD 1130 DOMINO'S 6637 979-695-9912 TX 24445005334100441816581,14.8,debit,Fast Food,BofA Core Checking,,
11/30/2015,December Saturday Meals,December Saturday Meals,20,credit,Reimbursement,BofA Core Checking,,
11/30/2015,trip meal credit,trip meal credit,12,credit,Reimbursement,Citi Card College,,
11/25/2015,Dunkin Donuts,DD/BR #349238      Q35   HOUSTON      ,2.7,debit,Fast Food,BofA Core Checking,,
11/24/2015,Sprint Insurance,November Sprint Insurance,5,debit,Mobile Phone,BofA Core Checking,,
11/23/2015,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX0634599017 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,55.6,debit,Credit Card Payment,BofA Core Checking,,
11/23/2015,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX0630540769 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,44.46,debit,Credit Card Payment,Citi Card College,,
11/21/2015,Shiva Houston TX,"SHIVA INDIAN RESTAURANT  HOUSTON      TX
",19.17,debit,Restaurants,BofA Core Checking,,
11/21/2015,Venmo from Jeffrey to 12108347472,Venmo from Jeffrey to 12108347472,8.70,debit,Groceries,Venmo,,
11/20/2015,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,52.5,credit,Income,Citi Card College,,
11/20/2015,,"ONLINE PAYMENT, THANK YOU               
",55.6,credit,Credit Card Payment,Citi Card College,,
11/20/2015,,"ONLINE PAYMENT, THANK YOU               
",44.46,credit,Credit Card Payment,Citi Card College,,
11/20/2015,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,17.00,debit,Groceries,Venmo,,
11/19/2015,Venmo from Jeffrey to Justin Bernard,Venmo from Jeffrey to Justin Bernard,4.00,debit,Fast Food,Venmo,,
11/14/2015,Chipotle,"CHIPOTLE 0201            HOUSTON      TX
",9.15,debit,Restaurants,Citi Card College,,
11/13/2015,Target,"TARGET        00013367   HOUSTON      TX
",24.17,debit,Groceries,Citi Card College,,
11/7/2015,Target,"TARGET        00013367   HOUSTON      TX
",25.08,debit,Groceries,Citi Card College,,
11/7/2015,Corner Store Gas ,"CORNER STORE 2344        HOUSTON      TX
",32.51,debit,Gas & Fuel,BofA Core Checking,,
11/6/2015,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,109.38,credit,Income,BofA Core Checking,,
11/3/2015,,Check 536,50,debit,Shopping,BofA Core Checking,,
11/2/2015,Amazon.com,CHECKCARD 1101 AMAZON MKTPLACE PMTS AMZN.COM/BILLWA 24692165305000794330379,39.99,debit,Shopping,Citi Card College,,
10/31/2015,Chipotle,"CHIPOTLE 0095            HOUSTON      TX
",9.15,debit,Restaurants,BofA Core Checking,,
10/30/2015,November dinner credit frm Mom,November dinner credit frm Mom,40,credit,Reimbursement,BofA Core Checking,,
10/27/2015,,CITI CARD ONLINE DES:PAYMENT ID:XXXXX9031602248 INDN:JEFFREY F PICCIRILLO CO ID:CITICTP WEB,44.46,debit,Credit Card Payment,BofA Core Checking,,
10/26/2015,Pondicheri,CHECKCARD 1023 PONDICHERI HOUSTON HOUSTON TX 24013395297002555248571,19.24,debit,Restaurants,BofA Core Checking,,
10/26/2015,Common Bond Caf_,CHECKCARD 1025 BRASIL - DUNLAVY HOUSTON TX 24071055298985347981079,11.83,debit,Restaurants,BofA Core Checking,,
10/26/2015,,CHECKCARD 1023 SQ *COMMON BOND CAFE & Houston TX 24692165296000394514035,5.41,debit,Restaurants,BofA Core Checking,,
10/26/2015,Dinner credit September fr Mom,Dinner credit September fr Mom,40,credit,Reimbursement,BofA Core Checking,,
10/26/2015,Target cred 12.54 14.24frmom,Target cred 12.54 14.24frmom,27,credit,Reimbursement,BofA Core Checking,,
10/26/2015,Pondicherry credit from Mom,Pondicherry credit from Mom,16,credit,Reimbursement,BofA Core Checking,,
10/26/2015,Brasil credit from Mom,Brasil credit from Mom,11,credit,Reimbursement,BofA Core Checking,,
10/26/2015,dinner credit Aug from Mom,dinner credit Aug from Mom,10,credit,Reimbursement,BofA Core Checking,,
10/26/2015,Bodegas credit from Mom,Bodegas credit from Mom,8,credit,Reimbursement,BofA Core Checking,,
10/26/2015,Target,CHECKCARD 1024 TARGET 00013367 HOUSTON TX 24164075298091017167317,14.24,debit,Groceries,BofA Core Checking,,
10/26/2015,Target,CHECKCARD 1023 TARGET 00013367 HOUSTON TX 24164075297091008743341,12.54,debit,Groceries,Citi Card College,,
10/26/2015,,"ONLINE PAYMENT, THANK YOU               
",44.46,credit,Credit Card Payment,BofA Core Checking,,
10/25/2015,Venmo from Kavana Gowda to Jeffrey ,Venmo from Kavana Gowda to Jeffrey ,85.00,credit,Fees,Venmo,,
10/23/2015,Rice Paycheck,WILLIAM MARSH RI DES:PAYROLL ID:S01165653 INDN:JEFFREY F PICCIRILLO CO ID:XXXXX10962 PPD,87.5,credit,Income,BofA Core Checking,,
10/22/2015,Bodegas Taco Shop,CHECKCARD 1021 BODEGAS TACO SHOP HOUSTON TX 24736935294002133400258,7.53,debit,Restaurants,BofA Core Checking,,
10/21/2015,Sprint Insurance,October Sprint insurance,5,debit,Mobile Phone,BofA Core Checking,,
10/21/2015,Parking Ticket Rice University,Parking ticket on Rice acct,60,debit,Fees & Charges,BofA Core Checking,,
10/19/2015,,CHECKCARD 1016 PAYPAL *SOLUTIONINN 402-935-7733 CA 24492155289894255207867,1.99,debit,Shopping,BofA Core Checking,,
10/19/2015,M & M Grill Houston TX,CHECKCARD 1017 M & M GRILL HOUSTON TX 24013395290001833560564,9.69,debit,Restaurants,BofA Core Checking,,
10/19/2015,groceries credit from mom,groceries credit from mom,34,credit,Reimbursement,BofA Core Checking,,
10/19/2015,Target credit from Mom,Target credit from Mom,21.56,credit,Reimbursement,BofA Core Checking,,
10/19/2015,Target credit from Mom,Target credit from Mom,16,credit,Reimbursement,BofA Core Checking,,
10/19/2015,Trader Joe credit from Mom,Trader Joe credit from Mom,9,credit,Reimbursement,BofA Core Checking,,
10/19/2015,Target,CHECKCARD 1017 TARGET 00013367 HOUSTON TX 24164075290091017226574,21.56,debit,Groceries,Citi Card College,,
10/17/2015,Venmo from Kathleen Glass to Jeffrey ,Venmo from Kathleen Glass to Jeffrey ,85.00,credit,Fees,Venmo,,
10/17/2015,Venmo from Jeffrey to Kathleen Glass,Venmo from Jeffrey to Kathleen Glass,10.00,debit,Rental Car & Taxi,Venmo,,
10/16/2015,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",23.63,debit,Public Transportation,BofA Core Checking,,
10/15/2015,Goldberg's at Atlanta Airport ,CHECKCARD 1014 GOLDBERGS #88 ATLANTA GA 24690515288286488802372,3.42,debit,Restaurants,Citi Card College,,
10/15/2015,Venmo from Jeffrey to Sharon Zhao,Venmo from Jeffrey to Sharon Zhao,200.00,debit,Fees,Venmo,,
10/14/2015,Uber,"UBER TECHNOLOGIES INC    866-576-1039 CA
",20.83,debit,Public Transportation,BofA Core Checking,,
10/13/2015,Chipotle,CHECKCARD 1010 CHIPOTLE 0095 HOUSTON TX 24431065284207588501445,7.04,debit,Restaurants,BofA Core Checking,,
10/13/2015,Gas in Katy TX,LOVE'S CNTRY 10/10 #000731089 PURCHASE LOVE'S CNTRY KATY TX,29.81,debit,Gas & Fuel,BofA Core Checking,,
10/13/2015,Buc-Ee's,BUC-EE'S #28 10/11 #000393077 PURCHASE BUC-EE'S #28 BASTROP TX,20.09,debit,Gas & Fuel,BofA Core Checking,,
10/13/2015,Buc-Ee's,CHECKCARD 1012 BUC-EE'S #28 BASTROP TX 24692165285000683416572,3.77,debit,Fast Food,BofA Core Checking,,
10/13/2015,Parking Hilton Houston TX,CHECKCARD 1010 PARKING HILTON HOUSTON HOUSTON TX 24138295284286199801393,15.14,debit,Parking,Citi Card College,,
10/3/2015,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,7.50,debit,Rental Car & Taxi,Venmo,,
10/1/2015,Venmo from Jeffrey to Elizabeth Finley,Venmo from Jeffrey to Elizabeth Finley,9.00,debit,Fast Food,Venmo,,
9/27/2015,Venmo from Jeffrey to Kathleen Glass,Venmo from Jeffrey to Kathleen Glass,4.78,debit,Fast Food,Venmo,,
9/7/2015,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,24.00,debit,Restaurants,Venmo,,
9/3/2015,,"ONLINE PAYMENT, THANK YOU               
",83.28,credit,Credit Card Payment,Citi Card College,,
8/30/2015,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,15.29,debit,Restaurants,Venmo,,
8/28/2015,Venmo from Jeffrey to Gerard Portela,Venmo from Jeffrey to Gerard Portela,5.00,debit,Alcohol & Bars,Venmo,,
8/24/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,10.00,credit,Alcohol & Bars,Venmo,,
8/22/2015,Super Shuttle Houston TX,"SUPERSHUTTLE ECAR HOU    8002583826   TX
",26,debit,Public Transportation,Citi Card College,,
8/22/2015,Shell Gas,"SHELL OIL 57543432603    HOUSTON      TX
",38.69,debit,Gas & Fuel,Citi Card College,,
8/21/2015,Foreign Transaction Fee,"FOREIGN TRANSACTION FEE                 
",0.54,debit,Fees & Charges,Citi Card College,,
8/19/2015,,"Allrahanda ehf           Hafnarstrati IS
",18.05,debit,Restaurants,Citi Card College,,
8/6/2015,,"PAYMENT THANK YOU
",21.01,credit,Credit Card Payment,Citi Card College,,
8/4/2015,Venmo from Jeffrey to Steven Sharifi,Venmo from Jeffrey to Steven Sharifi,54.86,debit,Utilities,Venmo,,
7/22/2015,Uber,"UBER                     866-576-1039 CA
",21.01,debit,Public Transportation,Citi Card College,,
7/18/2015,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,2.55,debit,Alcohol & Bars,Venmo,,
7/17/2015,Venmo from Jeffrey to Steven Sharifi,Venmo from Jeffrey to Steven Sharifi,70.79,debit,Utilities,Venmo,,
7/9/2015,Venmo from Steven Sharifi to Jeffrey ,Venmo from Steven Sharifi to Jeffrey ,7.00,credit,Groceries,Venmo,,
7/9/2015,Venmo from Will Zhu to Jeffrey ,Venmo from Will Zhu to Jeffrey ,6.00,credit,Groceries,Venmo,,
7/8/2015,Venmo from Kavana Gowda to Jeffrey ,Venmo from Kavana Gowda to Jeffrey ,4.00,credit,Alcohol & Bars,Venmo,,
7/8/2015,Venmo from Steven Sharifi to Jeffrey ,Venmo from Steven Sharifi to Jeffrey ,7.00,credit,Groceries,Venmo,,
7/8/2015,Venmo from Kathleen Walrus to Jeffrey ,Venmo from Kathleen Walrus to Jeffrey ,8.00,credit,Rental Car & Taxi,Venmo,,
7/8/2015,Venmo from Jeffrey to Kathleen Walrus,Venmo from Jeffrey to Kathleen Walrus,4.00,debit,Gas & Fuel,Venmo,,
7/8/2015,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,18.00,debit,Restaurants,Venmo,,
7/8/2015,Venmo from Andrew Ta to Jeffrey ,Venmo from Andrew Ta to Jeffrey ,400.00,credit,Income,Venmo,,
6/30/2015,Venmo from Jeffrey to Steven Sharifi,Venmo from Jeffrey to Steven Sharifi,378.96,debit,Mortgage & Rent,Venmo,,
6/25/2015,Venmo from Jeffrey to Kavana Gowda,Venmo from Jeffrey to Kavana Gowda,4.00,debit,Groceries,Venmo,,
6/21/2015,Venmo from Andrew Ta to Jeffrey ,Venmo from Andrew Ta to Jeffrey ,15.85,credit,Bills & Utilities,Venmo,,
6/17/2015,Venmo from Jeffrey to Steven Sharifi,Venmo from Jeffrey to Steven Sharifi,31.77,debit,Utilities,Venmo,,
6/14/2015,,"ONLINE PAYMENT, THANK YOU               
",62.42,credit,Credit Card Payment,Citi Card College,,
6/7/2015,Venmo from Jeffrey to Steven Sharifi,Venmo from Jeffrey to Steven Sharifi,10.00,debit,Alcohol & Bars,Venmo,,
6/3/2015,Times Barber Shop Houston TX,"TIMES BARBER SHOP        HOUSTON      TX
",18,debit,Hair,Citi Card College,,
6/2/2015,Venmo from Jeffrey to Steven Sharifi,Venmo from Jeffrey to Steven Sharifi,368.00,debit,Mortgage & Rent,Venmo,,
5/17/2015,Venmo from Jeffrey to Andrew Ta,Venmo from Jeffrey to Andrew Ta,655.91,debit,Mortgage & Rent,Venmo,,
5/15/2015,U-Haul,"UHI*U-HAUL-ASTRODOME-TEX HOUSTON      TX
",44.42,debit,Public Transportation,Citi Card College,,
5/15/2015,Venmo from Jeffrey to Sevita Rama,Venmo from Jeffrey to Sevita Rama,4.00,debit,Coffee Shops,Venmo,,
5/14/2015,Venmo from Jeffrey to Andrew Ta,Venmo from Jeffrey to Andrew Ta,1.10,debit,Alcohol & Bars,Venmo,,
5/14/2015,Venmo from Andrew Ta to Jeffrey ,Venmo from Andrew Ta to Jeffrey ,8.66,credit,Restaurants,Venmo,,
5/12/2015,"Venmo transfer to Bank Of America, N.A. *1238","Venmo transfer to Bank Of America, N.A. *1238",351.20,debit,Transfer,Venmo,,
5/12/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,341.20,credit,Income,Venmo,,
5/12/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,10.00,credit,Restaurants,Venmo,,
5/12/2015,Venmo from Jeffrey to Madeleine Tibaldi,Venmo from Jeffrey to Madeleine Tibaldi,10.30,debit,Restaurants,Venmo,,
5/12/2015,"Venmo transfer to Bank Of America, N.A. *1238","Venmo transfer to Bank Of America, N.A. *1238",88.00,debit,Transfer,Venmo,,
5/11/2015,Venmo from Samantha Chapa to Jeffrey ,Venmo from Samantha Chapa to Jeffrey ,30.00,credit,Restaurants,Venmo,,
5/9/2015,Venmo from Tyler Woods to Jeffrey ,Venmo from Tyler Woods to Jeffrey ,40.00,credit,Income,Venmo,,
5/7/2015,,"ONLINE PAYMENT, THANK YOU               
",127.98,credit,Credit Card Payment,Citi Card College,,
4/25/2015,Citgo,"WESTHEIMER CITGO         HOUSTON      TX
",36.16,debit,Gas & Fuel,Citi Card College,,
4/6/2015,Corner Store Gas ,"CORNER STORE 2344        HOUSTON      TX
",34.48,debit,Gas & Fuel,Citi Card College,,
4/1/2015,Venmo from Jeffrey to Andrew Ta,Venmo from Jeffrey to Andrew Ta,1034.30,debit,Mortgage & Rent,Venmo,,
3/31/2015,,"ONLINE PAYMENT, THANK YOU               
",246.24,credit,Credit Card Payment,Citi Card College,,
3/31/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,10.00,credit,Entertainment,Venmo,,
3/29/2015,Freebirds ,"FREEBIRDS WORLD BURRIT   HOUSTON      TX
",11.99,debit,Restaurants,Citi Card College,,
3/26/2015,Venmo from Madeleine Tibaldi to Jeffrey ,Venmo from Madeleine Tibaldi to Jeffrey ,4.00,credit,Entertainment,Venmo,,
3/25/2015,Airport Parking Houston TX,"PAYPAL *PARK N FLY       402-935-7733 GA
",30.66,debit,Parking,Citi Card College,,
3/20/2015,Corner Bakery Houston TX,"CORNER BAKERY CAFE 1533  HOUSTON      TX
",14.69,debit,Gas & Fuel,Citi Card College,,
3/14/2015,Venmo from Jeffrey to Raven Grant,Venmo from Jeffrey to Raven Grant,15.00,debit,Restaurants,Venmo,,
3/1/2015,Venmo from Steven Sharifi to Jeffrey ,Venmo from Steven Sharifi to Jeffrey ,4.00,credit,Fast Food,Venmo,,
3/1/2015,Venmo from Jeffrey to Andrew Ta,Venmo from Jeffrey to Andrew Ta,1031.82,debit,Mortgage & Rent,Venmo,,
2/27/2015,"Venmo transfer to Bank Of America, N.A. *1238","Venmo transfer to Bank Of America, N.A. *1238",105.00,debit,Transfer,Venmo,,
2/26/2015,Venmo from Samantha Guarneros to Jeffrey ,Venmo from Samantha Guarneros to Jeffrey ,35.00,credit,Income,Venmo,,
2/26/2015,Venmo from Gretchen Oertli to Jeffrey ,Venmo from Gretchen Oertli to Jeffrey ,35.00,credit,Income,Venmo,,
2/26/2015,Venmo from Yara Aboshady to Jeffrey ,Venmo from Yara Aboshady to Jeffrey ,35.00,credit,Income,Venmo,,
2/26/2015,"Venmo transfer to Bank Of America, N.A. *1238","Venmo transfer to Bank Of America, N.A. *1238",30.00,debit,Transfer,Venmo,,
2/26/2015,Venmo from Raven Grant to Jeffrey ,Venmo from Raven Grant to Jeffrey ,30.00,credit,Income,Venmo,,
2/1/2015,Venmo from Jeffrey to Andrew Ta,Venmo from Jeffrey to Andrew Ta,1039.63,debit,Mortgage & Rent,Venmo,,
1/23/2015,Venmo from Jeffrey to Larisa LaMere,Venmo from Jeffrey to Larisa LaMere,35.00,debit,Books & Supplies,Venmo,,
1/2/2015,Venmo from Jeffrey to Andrew Ta,Venmo from Jeffrey to Andrew Ta,1032.60,debit,Mortgage & Rent,Venmo,,
1/2/2015,Venmo from Jeffrey to Carrie Hsieh,Venmo from Jeffrey to Carrie Hsieh,4.00,debit,Alcohol & Bars,Venmo,,
