"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/21/2017","Arena Liquor","ARENA LIQUOR","6.51","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/21/2017","Ju","JUST JOHN","14.50","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/21/2017","Ju","JUST JOHN","14.50","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/20/2017","Ju","JUST JOHN","7.25","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/20/2017","Rehab","REHAB BAR & GRILL","16.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/20/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","344.32","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"8/18/2017","Kemper P C","KEMPER P&C INS DES:PRSNL INS ID:RB 207132000000 INDN:JEFFREY PICCIRILLO...","741.00","debit","Auto Insurance","BofA Core Checking","",""
"8/18/2017","Atomic Cowboy","SQ *ATOMIC COWBOY","5.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/18/2017","Rehab","REHAB BAR & GRILL","5.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/17/2017","Salume Beddu at Parkers Table Bakery","SQ *PARKERS TABLE BAKERY","13.05","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"8/16/2017","Gas for August Visit","BKOFAMERICA ATM 08/16 #000001067 DEPOSIT BAXTER CHESTERFIELD MO","20.00","credit","Gas & Fuel","BofA Core Checking","",""
"8/16/2017","Gas for August Visit","Counter Credit","15.00","credit","Gas & Fuel","BofA Core Checking","",""
"8/16/2017","Kieler Mall","KIELER MALL TRUCK PLAZA","37.45","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"8/16/2017","Sprint PCS","SPRINT *WIRELESS","64.48","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"8/15/2017","Renaldis Pizza","RENALDIS PIZZA","22.73","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"8/14/2017","Colectivo Coffee","CHECKCARD 0812 COLECTIVO COFFEE-MADIS MADISON WI 24692167224100106335902","7.33","debit","Coffee Shops","BofA Core Checking","",""
"8/14/2017","Roscoe Tavern","ROSCOE'S TAVERN","24.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/14/2017","Roscoe Tavern","ROSCOE'S TAVERN","12.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/14/2017","Uber.com","UBER   *US AUG13 J26XU","8.12","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"8/14/2017","DS Tequila","DS Tequila","9.92","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","BP","BP#6119556CORNER MARKET","33.80","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Crisp","CRISP","9.21","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Uw Wisc Union","UW MADISON WISC UNION","5.80","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Roscoe Tavern cover charge","SQ *ROSCOE'S TAVERN","16.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Ventra Vending","VENTRA VENDING 00122","10.00","debit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Charter Communications","CHARTER COMM","20.42","credit","Internet","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Uber.com","UBER   *US AUG12 4USZJ","7.80","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Halstead Market Days entry fee","SQ *CHICAGO SPECIAL EVENT","10.00","debit","Entertainment","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","BP","BP#8887184CERMAK BP","4.28","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","M Henry","M HENRY","18.69","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"8/13/2017","Vending machine Chicago Highline","Vending machine Chicago Highline","1.00","debit","Fast Food","Cash","",""
"8/11/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"8/11/2017","Uber to UW Union with Max","Cash debit","4.00","debit","Rental Car & Taxi","Venmo","",""
"8/10/2017","Willy St Op","WILLY ST. CO-OP","10.36","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"8/09/2017","Annual Fee Refund","ANNUAL FEE REFUND","95.00","credit","Fees & Charges","CHASE FREEDOM UNLIMITED","",""
"8/08/2017","Genna Cocktail Lounge","Genna Cocktail Lounge","6.00","debit","Alcohol & Bars","Cash","",""
"8/08/2017","Madison Gas & Electric Co","MADISONGAS&ELECT DES:UTILITYPMT ID:1205596 INDN:JEFFREY F PICCIRILLO...","79.11","debit","Utilities","BofA Core Checking","",""
"8/08/2017","Barriques","BARRIQUES - 4","3.31","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"8/08/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"8/07/2017","Nogginz Hair Shop","NOGGINZ HAIR SHOP 4","25.00","debit","Hair","CHASE FREEDOM UNLIMITED","",""
"8/07/2017","Colectivo Coffee","COLECTIVO COFFEE-MADIS","8.18","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"8/07/2017","Colectivo Coffee","COLECTIVO COFFEE-MADIS","2.48","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"8/06/2017","Colectivo Coffee","COLECTIVO COFFEE-MADIS","7.33","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"8/04/2017","Chase Des Rwrd","CHASE CREDIT CRD DES:RWRD RDM ID:C37865796 INDN:PICCIRILLO JEFFREY...","11.47","credit","Income","BofA Core Checking","",""
"8/04/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","23.08","debit","Groceries","Target Credit Card","",""
"8/04/2017","Hy-Vee","HY VEE 1184","6.99","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"8/04/2017","La Coppa State","LA COPPA STATE STREET","5.16","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"8/04/2017","PDQ","PDQ 131","33.76","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"8/03/2017","Willy St Op","WILLY ST. CO-OP","5.48","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"8/02/2017","Check 515","Check 515","17.78","debit","Mortgage & Rent","BofA Core Checking","",""
"8/02/2017","Festival","FESTIVAL FOODS","20.73","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"8/02/2017","Sardine","Cash debit","14.00","debit","Restaurants","Venmo","",""
"8/01/2017","Check 516","Check 516","810.00","debit","Mortgage & Rent","BofA Core Checking","",""
"8/01/2017","Epic Systems Cor","Epic Systems Cor DES:Payroll ID:XXXXX0990 INDN:Piccirillo Jeffrey...","3416.23","credit","Income","BofA Core Checking","",""
"8/01/2017","You Move Me","SQ *YOU MOVE ME - MADISON","441.72","debit","Home Services","CHASE FREEDOM UNLIMITED","",""
"8/01/2017","Pancheros Mexican Grill","PANCHEROS MEXICAN GRI","7.12","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"8/01/2017","Annual Membership Fee","ANNUAL MEMBERSHIP FEE","95.00","debit","Service Fee","CHASE FREEDOM UNLIMITED","",""
"8/01/2017","Home Depot","THE HOME DEPOT #4909","3.12","debit","Furnishings","CHASE FREEDOM UNLIMITED","",""
"7/31/2017","Moving Mom Po","moving credit from mom po","400.00","credit","Income","BofA Core Checking","",""
"7/31/2017","Interest Paid","Interest Paid","23.57","credit","Interest Income","DP ONLINE SAVINGS","",""
"7/31/2017","True Coffee Roasters","TRUE COFFEE ROASTERS","3.59","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"7/30/2017","Mooyah","MOOYAH - 186","4.53","debit","Food & Dining","CHASE FREEDOM UNLIMITED","",""
"7/29/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","5.94","debit","Groceries","Target Credit Card","",""
"7/29/2017","Mickey's Tavern","Mickey's Tavern","9.00","debit","Alcohol & Bars","Cash","",""
"7/26/2017","Sock Mom","sock credit from mom","15.00","credit","Income","BofA Core Checking","",""
"7/25/2017","Check 547","Check 547","700.00","debit","Mortgage & Rent","BofA Core Checking","",""
"7/25/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","1.36","debit","Groceries","Target Credit Card","",""
"7/24/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","40.50","debit","Groceries","Target Credit Card","",""
"7/24/2017","Target","TARGET CARD SRVC DES:AUTO PYMT ID:XXXXX0060443579 INDN: PICCIRILLO...","54.46","debit","Credit Card Payment","BofA Core Checking","",""
"7/24/2017","PDQ","PDQ 128","35.17","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"7/24/2017","Madison Sourdough Co","Madison Sourdough","14.73","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"7/24/2017","The Mason Lounge LLC","THE MASON LOUNGE LLC","6.50","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"7/23/2017","Johnson Public House","Johnson Public House","3.17","debit","Coffee Shops","Cash","",""
"7/22/2017","Auto","AUTO PAYMENT C_DEPARTMENTSTORE","54.46","credit","Credit Card Payment","Target Credit Card","",""
"7/21/2017","Chase Des Autopay","CHASE CREDIT CRD DES:AUTOPAY ID:XXXXX0000157154 INDN:PICCIRILLO...","453.82","debit","Credit Card Payment","BofA Core Checking","",""
"7/20/2017","Transfer from BofA Core Checking","AUTOMATIC PAYMENT - THANK","453.82","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"7/17/2017","Sprint PCS","SPRINT *WIRELESS","64.48","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"7/17/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","21.93","debit","Groceries","Target Credit Card","",""
"7/16/2017","Potbelly Sandwich Works","POTBELLY #107","6.00","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"7/16/2017","Potbelly Sandwich Works","POTBELLY #107","6.00","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"7/16/2017","Cash Gas For July Parent Visit","Cash Gas For July Parent Visit","20.00","credit","Gas & Fuel","Cash","",""
"7/14/2017","Potbelly Sandwich Works","POTBELLY #107","6.00","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"7/14/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","7.79","debit","Groceries","Target Credit Card","",""
"7/12/2017","PDQ","PDQ 131","34.49","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"7/11/2017","Colectivo Coffee","COLECTIVO COFFEE-STATE","7.49","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"7/11/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"7/10/2017","Target","TARGET        00021063","19.39","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"7/09/2017","Marigold Kitchen","MARIGOLD KITCHEN","15.19","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"7/09/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"7/09/2017","Gibs","GIBS","18.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"7/09/2017","Walgreens","WALGREENS #4155","8.96","debit","Pharmacy","CHASE FREEDOM UNLIMITED","",""
"7/09/2017","Ians Pizza","IANS PIZZA ON STATE","8.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"7/09/2017","Grampas pizza","Cash debit","28.40","debit","Restaurants","Venmo","",""
"7/07/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","4.85","debit","Groceries","Target Credit Card","",""
"7/06/2017","Allergies","Allergies","17.40","credit","Pharmacy","Venmo","",""
"7/06/2017","Colectivo Coffee","COLECTIVO COFFEE-MADIS","5.64","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"7/06/2017","Walgreens","WALGREENS #4155","17.40","debit","Pharmacy","CHASE FREEDOM UNLIMITED","",""
"7/06/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","5.68","debit","Groceries","Target Credit Card","",""
"7/05/2017","Madison Gas & Electric Co","MADISONGAS&ELECT DES:UTILITYPMT ID:1682940 INDN:JEFFREY F PICCIRILLO...","80.81","debit","Utilities","BofA Core Checking","",""
"7/04/2017","Klinke Cleaners","KLINKE CLEANERS 7","14.72","debit","Laundry","CHASE FREEDOM UNLIMITED","",""
"7/04/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","21.11","debit","Groceries","Target Credit Card","",""
"7/03/2017","Check 628","Check 628","1096.13","debit","Mortgage & Rent","BofA Core Checking","",""
"7/03/2017","Epic Systems Cor","Epic Systems Cor DES:Payroll ID:XXXXX0990 INDN:Piccirillo Jeffrey...","3406.13","credit","Income","BofA Core Checking","",""
"7/03/2017","Indie Coffee","SQ *INDIE COFFEE LLC","5.06","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"7/03/2017","City of Madison","CITY OF MADISON WEBSITE","99.05","debit","Fees & Charges","CHASE FREEDOM UNLIMITED","",""
"7/03/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","1.85","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"6/30/2017","Interest Paid","Interest Paid","22.41","credit","Interest Income","DP ONLINE SAVINGS","",""
"6/30/2017","for life in general","for life in general","50.00","credit","Gas & Fuel","Venmo","",""
"6/28/2017","Exxon","EXXONMOBIL    96305420","36.57","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"6/27/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","6.69","debit","Groceries","Target Credit Card","",""
"6/26/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","32.52","debit","Groceries","Target Credit Card","",""
"6/26/2017","Target","TARGET CARD SRVC DES:AUTO PYMT ID:XXXXX0060443579 INDN: PICCIRILLO...","77.04","debit","Credit Card Payment","BofA Core Checking","",""
"6/26/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","1.85","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"6/26/2017","Marigold Kitchen","MARIGOLD KITCHEN","20.30","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"6/26/2017","Riley's Wines of The World","RILEYS WINES OF THE WORLD","7.37","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"6/25/2017","Ians Pizza","IANS PIZZA ON STATE","9.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"6/25/2017","Vintage Spirits","VINTAGE SPIRITS","3.75","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"6/25/2017","Marigold Kitchen","cafecito","3.00","credit","Income","Venmo","",""
"6/23/2017","Cash Redemption","Cash Redemption","153.16","credit","Income","CHASE COLLEGE","",""
"6/23/2017","Discover Bank Des","DISCOVER BANK DES:PREARRANGE ID:XXXXX86502 INDN:JEFFREY PICCIRILLO...","400.00","credit","Credit Card Payment","BofA Core Checking","",""
"6/23/2017","Cash Redemption","Cash Redemption","153.16","credit","Income","CHASE COLLEGE","",""
"6/22/2017","Auto","AUTO PAYMENT C_DEPARTMENTSTORE","77.04","credit","Credit Card Payment","Target Credit Card","",""
"6/22/2017","Bank of America","ACH Withdrawal BANK OF AMERICA, NA","400.00","debit","Financial","DP ONLINE SAVINGS","",""
"6/21/2017","Chase Des Autopay","CHASE CREDIT CRD DES:AUTOPAY ID:XXXXX0000153684 INDN:PICCIRILLO...","2804.84","debit","Credit Card Payment","BofA Core Checking","",""
"6/20/2017","Whole Foods","WHOLEFDS MAD 10043","41.97","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"6/20/2017","Transfer from BofA Core Checking","AUTOMATIC PAYMENT - THANK","2804.84","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"6/20/2017","Margs at Last","Margs at last","8.00","debit","Alcohol & Bars","Venmo","",""
"6/19/2017","Protein Shake Pretzel","protein shake pretzel credit","42.00","credit","Income","BofA Core Checking","",""
"6/19/2017","Target","TARGET        00021063","11.29","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"6/19/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","5.81","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"6/19/2017","Target","TARGET        00021063","9.25","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"6/19/2017","Forequarter","SQ *FOREQUARTER","26.59","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"6/16/2017","Sprint PCS","SPRINT *WIRELESS","67.15","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"6/15/2017","PDQ","PDQ 131","33.94","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"6/14/2017","Mickey's Tavern","Mickey s Taver 06/14 #000088124 WITHDRWL 1524 Williamson S Madison WI","22.00","debit","Alcohol & Bars","BofA Core Checking","",""
"6/14/2017","Mickey's Tavern","Mickey s Taver 06/14 #000088124 WITHDRWL 1524 Williamson S Madison WI FEE","2.50","debit","Fees & Charges","BofA Core Checking","",""
"6/13/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","8.44","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"6/12/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","2.48","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"6/11/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","3.75","debit","Groceries","Target Credit Card","",""
"6/11/2017","Ians Pizza","IANS PIZZA ON STATE","8.00","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"6/11/2017","Robin Room","SQ *THE ROBIN ROOM","11.00","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"6/11/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"6/08/2017","Preferred Rewards Rush","Preferred Rewards-Debit Rush Fee Waiver of $15","0.00","credit","Transfer","BofA Core Checking","",""
"6/08/2017","iTunes","APL* ITUNES.COM/BILL","0.99","debit","Electronics & Software","CHASE FREEDOM UNLIMITED","",""
"6/08/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","13.57","debit","Groceries","Target Credit Card","",""
"6/06/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","3.79","debit","Groceries","Target Credit Card","",""
"6/06/2017","Madisongas Elect Des","MADISONGAS&ELECT DES:UTILITYPMT ID:1794579 INDN:JEFFREY F PICCIRILLO...","66.76","debit","Utilities","BofA Core Checking","",""
"6/05/2017","Kwik Trip","KWIK TRIP  80800008086","1.79","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"6/05/2017","Citgo","CITGO - DOVETAIL TRADIN","21.98","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"6/05/2017","Citgo","DYCKESVILLE CITGO KWIK","3.79","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"6/04/2017","Al Johnson Swedish restaurant","AL JOHNSON'S SWEDISH R.","16.22","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"6/04/2017","Hy-Vee","HY VEE 1184","8.61","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"6/04/2017","Tipsy Cow","TIPSY COW","16.60","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"6/04/2017","Charlie pay for gas","Cash Credit","7.00","credit","Income","Venmo","",""
"6/02/2017","Deposit Bank America","ACH Deposit From BANK OF AMERICA, NA","4000.00","credit","Transfer","DP ONLINE SAVINGS","",""
"6/02/2017","Check 546","Check 546","1095.97","debit","Mortgage & Rent","BofA Core Checking","",""
"6/02/2017","Discover Bank Des","DISCOVER BANK DES:NET/MOBILE ID:XXXXX86502 INDN:JEFFREY PICCIRILLO...","4000.00","debit","Transfer","BofA Core Checking","",""
"6/02/2017","Uw Wisc Union","UW MADISON WISC UNION","14.77","debit","Alcohol & Bars","CHASE FREEDOM UNLIMITED","",""
"6/02/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","19.90","debit","Groceries","Target Credit Card","",""
"6/01/2017","Central Checkout Target","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","13.45","debit","Groceries","Target Credit Card","",""
"6/01/2017","Epic Systems Cor","Epic Systems Cor DES:Payroll ID:XXXXX0990 INDN:Piccirillo Jeffrey...","3462.63","credit","Income","BofA Core Checking","",""
"6/01/2017","PDQ","PDQ 131","34.37","debit","Gas & Fuel","CHASE FREEDOM UNLIMITED","",""
"6/01/2017","Chipotle","CHIPOTLE 0312","2.06","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"5/31/2017","Interest Paid","Interest Paid","18.52","credit","Interest Income","DP ONLINE SAVINGS","",""
"5/31/2017","Epic Systems Des","EPIC SYSTEMS DES:PAYABLES ID:E25534 INDN:JEFFREY PICCIRILLO CO ID:XXXXX19950 PPD","2397.15","credit","Income","BofA Core Checking","",""
"5/31/2017","Target","TARGET        00021063","29.53","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"5/30/2017","Uber Airport","Uber from airport credit","14.00","credit","Income","BofA Core Checking","",""
"5/30/2017","Uber.com","UBER   *US MAY29 2WAC2","13.86","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"5/26/2017","Target","TARGET        00021063","9.48","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"5/26/2017","Grobbel Gourmet Deli","GROBBEL'S GOURMET DELI","11.66","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/23/2017","Central Checkout Fitchburg","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","5.67","debit","Groceries","Target Credit Card","",""
"5/23/2017","Target","TARGET CARD SRVC DES:AUTO PYMT ID:XXXXX0060443579 INDN: PICCIRILLO...","39.88","debit","Credit Card Payment","BofA Core Checking","",""
"5/23/2017","Colectivo Coffee Madis","COLECTIVO COFFEE-MADIS","2.79","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/22/2017","Ubering venmo","VENMO DES:PAYMENT ID:XXXXX5138 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","3.00","debit","Public Transportation","BofA Core Checking","",""
"5/22/2017","Chase Des Autopay","CHASE CREDIT CRD DES:AUTOPAY ID:XXXXX0000294433 INDN:PICCIRILLO...","1605.20","debit","Credit Card Payment","BofA Core Checking","",""
"5/22/2017","Colectivo Coffee Roast","COLECTIVO COFFEE ROAST","7.07","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/22/2017","Auto","AUTO PAYMENT C_DEPARTMENTSTORE","39.88","credit","Credit Card Payment","Target Credit Card","",""
"5/21/2017","Mother fools","Cash Credit","2.50","credit","Income","Venmo","",""
"5/21/2017","Central Checkout Fitchburg","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","9.03","debit","Groceries","Target Credit Card","",""
"5/21/2017","Weary Traveler","WEARY TRAVELER","12.29","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/20/2017","Beer","beer","3.00","debit","Alcohol & Bars","Venmo","",""
"5/20/2017","Central Checkout Fitchburg","CENTRAL CHECKOUT FITCHBURG WI C_MISCELLANEOUS","7.58","debit","Groceries","Target Credit Card","",""
"5/19/2017","Automatic Thank","AUTOMATIC PAYMENT - THANK","1605.20","credit","Credit Card Payment","CHASE FREEDOM UNLIMITED","",""
"5/19/2017","Anytime Fitness Fitch","ANYTIME FITNESS FITCH","49.00","debit","Gym","CHASE FREEDOM UNLIMITED","",""
"5/17/2017","Sprint PCS","SPRINT *WIRELESS","67.15","debit","Mobile Phone","CHASE FREEDOM UNLIMITED","",""
"5/16/2017","Target","TARGET        00021063","36.48","debit","Groceries","CHASE FREEDOM UNLIMITED","",""
"5/16/2017","United","UNITED      0162606168359","25.00","debit","Fees & Charges","CHASE FREEDOM UNLIMITED","",""
"5/16/2017","Siphon Coffee","SIPHON COFFEE","30.66","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/15/2017","Flo Paris Llc","FLO PARIS 2 LLC","12.99","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/15/2017","Uber.com","UBER   *US MAY13 LZB7W","21.45","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"5/15/2017","Showboat Drive In","THE SHOWBOAT DRIVE-IN","16.00","debit","Movies & DVDs","CHASE FREEDOM UNLIMITED","",""
"5/15/2017","Van Galder Bus Company","VAN GALDER BUS COMPANY","30.00","debit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
"5/15/2017","Uber.com","UBER TECHNOLOGIES INC","5.04","credit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"5/15/2017","Ubering venmo","VENMO DES:PAYMENT ID:XXXXX7255 INDN:JEFFREY PICCIRILLO CO ID:XXXXX81992 WEB","17.75","debit","Restaurants","BofA Core Checking","",""
"5/14/2017","Persian food paid dane","Persian","15.00","debit","Restaurants","Venmo","",""
"5/14/2017","Westin","Westin   105466015","45.47","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/14/2017","Harbour Hotel","THE HARBOUR HOTEL AND","1953.76","debit","Hotel","CHASE FREEDOM UNLIMITED","Reimbursable",""
"5/14/2017","Potbelly Sandwich Works","POTBELLY #390","7.36","debit","Fast Food","CHASE FREEDOM UNLIMITED","",""
"5/14/2017","Al Tayer","Al Tayer 02699","18.87","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/14/2017","Mercantila","SQ *MERCANTILE","3.50","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/13/2017","Brunch Cora after graduation","brunch","17.75","debit","Restaurants","Venmo","",""
"5/12/2017","Al Manara Sunset","AL MANARA SUNSET PHARMACY","8.17","debit","Pharmacy","CHASE FREEDOM UNLIMITED","",""
"5/12/2017","Uber.com","UBER AE MAY12 EUGCI HELP.","28.76","debit","Rental Car & Taxi","CHASE FREEDOM UNLIMITED","",""
"5/12/2017","Inter Continental","Intercontinental Hotel N","49.01","debit","Restaurants","CHASE FREEDOM UNLIMITED","Reimbursable",""
"5/11/2017","Bikram yoga","Club Stretch 104981030","27.77","debit","Gym","CHASE FREEDOM UNLIMITED","",""
"5/11/2017","Brook Food Llc","Brook Food Llc 106608896","13.34","debit","Coffee Shops","CHASE FREEDOM UNLIMITED","",""
"5/11/2017","Charter Communications","CHARTER COMM","42.19","debit","Internet","CHASE FREEDOM UNLIMITED","",""
"5/10/2017","Itsu Restaurant","Itsu Restaurant 106648025","29.41","debit","Restaurants","CHASE FREEDOM UNLIMITED","",""
"5/10/2017","Transport Authority","ROAD & TRANSPORT AUTHORIT","5.45","debit","Public Transportation","CHASE FREEDOM UNLIMITED","",""
